index,sample_index,filename,source_text,target_text,input_noise_standard_deviation,input_noise_seed,gaussian_noise_scale,masking_proportion,guidance_scale,glyph_noise_seed,glyph_mask_seed,generation_seed,ocr_predicted_text,ACC,NED,CER,input_path,output_path
5619,19,17709.png,bohea,siooh,6.675333247024196,3022,1.0,0.3,3.0,100061,200061,300061,sholoahs,0.0,0.5,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0019_17709.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0019.png
5620,20,12545.png,froth,xtn0p,11.401383145153838,3023,1.0,0.3,3.0,100062,200062,300062,xtrcpx,0.0,0.5,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0020_12545.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0020.png
5621,21,42061.png,Multi,lkzp4,2.1044606276187987,3024,1.0,0.3,3.0,100063,200063,300063,hilkop,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0021_42061.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0021.png
5622,22,28364.png,Witty,p3wjx,9.39050488077302,3025,1.0,0.3,3.0,100064,200064,300064,priiism,0.0,0.1428571428571429,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0022_28364.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0022.png
5623,23,10648.png,colic,uoamk,10.610012131397497,3026,1.0,0.3,3.0,100065,200065,300065,coalkik,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0023_10648.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0023.png
5624,24,41038.png,Idyll,kwawy,2.4501891971464476,3027,1.0,0.3,3.0,100066,200066,300066,knawy,0.0,0.8,0.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0024_41038.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0024.png
5625,25,43007.png,mains,5lxy9,10.051074535682353,3028,1.0,0.3,3.0,100067,200067,300067,shyye,0.0,0.19999999999999996,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0025_43007.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0025.png
5626,26,03125.png,thing,jec5u,11.3833408119417,3029,1.0,0.3,3.0,100068,200068,300068,lebciju,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0026_03125.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0026.png
5627,27,02009.png,works,n3b1r,7.42758327038832,3030,1.0,0.3,3.0,100069,200069,300069,brdrkbbnrh,0.0,0.19999999999999996,1.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0027_02009.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0027.png
5628,28,11868.png,lobar,ajtti,9.051829196169319,3031,1.0,0.3,3.0,100070,200070,300070,kjlitia,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0028_11868.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0028.png
5629,29,47964.png,allyl,xunrs,3.3754354515597766,3032,1.0,0.3,3.0,100071,200071,300071,sywniusss,0.0,0.2222222222222222,1.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0029_47964.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0029.png
5630,30,24051.png,chise,8rc3k,4.156712222064414,3033,1.0,0.3,3.0,100072,200072,300072,srest,0.0,0.19999999999999996,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0030_24051.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0030.png
5631,31,19612.png,flict,ze0a5,7.650956648185359,3034,1.0,0.3,3.0,100073,200073,300073,zeeuass,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0031_19612.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0031.png
5632,32,41118.png,oxter,bldpf,2.251488411069799,3035,1.0,0.3,3.0,100074,200074,300074,hldpf,0.0,0.8,0.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0032_41118.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0032.png
5633,33,02358.png,wired,wfqki,8.219652134680675,3036,1.0,0.3,3.0,100075,200075,300075,w1bn1,0.0,0.19999999999999996,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0033_02358.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0033.png
5634,34,20949.png,doven,wb2mx,7.689124531715429,3037,1.0,0.3,3.0,100076,200076,300076,wubmvx,0.0,0.5,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0034_20949.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0034.png
5635,35,22476.png,edion,6tapr,4.9913518673210735,3038,1.0,0.3,3.0,100077,200077,300077,holtaprbo,0.0,0.4444444444444444,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0035_22476.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0035.png
5636,36,00629.png,gated,rdjlc,7.265536461369086,3039,1.0,0.3,3.0,100078,200078,300078,aigiua,0.0,0.0,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0036_00629.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0036.png
5637,37,11519.png,Keyed,okah3,3.177378729040748,3040,1.0,0.3,3.0,100079,200079,300079,ekahka,0.0,0.5,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0037_11519.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0037.png
5638,38,09508.png,passe,0or7f,8.50024243618734,3041,1.0,0.3,3.0,100080,200080,300080,oorifo,0.0,0.5,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0038_09508.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0038.png
5639,39,16118.png,asway,faj3x,8.946722943943175,3042,1.0,0.3,3.0,100081,200081,300081,puyhafjaxtua,0.0,0.25,1.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0039_16118.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0039.png
5640,40,34188.png,scove,izdim,8.319127339241941,3043,1.0,0.3,3.0,100082,200082,300082,illdnina,0.0,0.375,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0040_34188.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0040.png
5641,41,12720.png,ranid,jphfz,10.613449097276018,3044,1.0,0.3,3.0,100083,200083,300083,ipha,0.0,0.4,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0041_12720.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0041.png
5642,42,44115.png,males,47wke,6.502801920176993,3045,1.0,0.3,3.0,100084,200084,300084,dtwker,0.0,0.5,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0042_44115.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0042.png
5643,43,37472.png,toile,sd00d,3.17530122014023,3046,1.0,0.3,3.0,100085,200085,300085,sdaoo,0.0,0.4,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0043_37472.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0043.png
5644,44,21926.png,actic,0h21y,3.437590727788496,3047,1.0,0.3,3.0,100086,200086,300086,ohhenyea,0.0,0.25,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0044_21926.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0044.png
5645,45,06288.png,holon,u65ie,5.2621649689389365,3048,1.0,0.3,3.0,100087,200087,300087,uitoocan,0.0,0.125,1.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0045_06288.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0045.png
5646,46,44947.png,pricy,uumly,10.784218379955963,3049,1.0,0.3,3.0,100088,200088,300088,unmy,0.0,0.6,0.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0046_44947.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0046.png
5647,47,07154.png,cashe,cmk1x,2.254365678670303,3050,1.0,0.3,3.0,100089,200089,300089,comuee,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0047_07154.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0047.png
5648,48,40980.png,legio,gojck,9.644806018902699,3051,1.0,0.3,3.0,100090,200090,300090,gongckg,0.0,0.5714285714285714,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0048_40980.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0048.png
5649,49,23904.png,DUHAT,62w7g,2.1201717168656002,3052,1.0,0.3,3.0,100091,200091,300091,azwan,0.0,0.19999999999999996,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0049_23904.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-3p0/0049.png
5650,0,47442.png,nigre,a6uhq,7.558796336230698,3003,1.0,0.3,5.0,100042,200042,300042,e11oalotajog,0.0,0.08333333333333337,2.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0000_47442.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0000.png
5651,1,09864.png,manit,sahr6,9.288307491545766,3004,1.0,0.3,5.0,100043,200043,300043,srahcer,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0001_09864.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0001.png
5652,2,05542.png,ruine,tedvx,8.707976256871737,3005,1.0,0.3,5.0,100044,200044,300044,achstvix,0.0,0.25,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0002_05542.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0002.png
5653,3,30959.png,diddy,wb4al,7.694703836711488,3006,1.0,0.3,5.0,100045,200045,300045,vga,0.0,0.19999999999999996,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0003_30959.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0003.png
5654,4,37280.png,bagon,zx67z,10.905270975252217,3007,1.0,0.3,5.0,100046,200046,300046,roxnzz,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0004_37280.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0004.png
5655,5,04843.png,Gumme,c28aq,11.068709741097946,3008,1.0,0.3,5.0,100047,200047,300047,daao,0.0,0.19999999999999996,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0005_04843.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0005.png
5656,6,06577.png,crawl,w93bu,2.5440715215792324,3009,1.0,0.3,5.0,100048,200048,300048,unebuu,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0006_06577.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0006.png
5657,7,25609.png,tared,qyw2c,11.32649138237307,3010,1.0,0.3,5.0,100049,200049,300049,opvcc,0.0,0.19999999999999996,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0007_25609.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0007.png
5658,8,25813.png,scarp,hsy04,2.55652060007871,3011,1.0,0.3,5.0,100050,200050,300050,hisyons,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0008_25813.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0008.png
5659,9,44196.png,LINUX,1f6im,4.473118207168584,3012,1.0,0.3,5.0,100051,200051,300051,iffoimu,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0009_44196.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0009.png
5660,10,23074.png,fears,l8d7s,7.323542951159396,3013,1.0,0.3,5.0,100052,200052,300052,iciocu,0.0,0.0,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0010_23074.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0010.png
5661,11,16799.png,tudor,jlo9v,11.087793837904204,3014,1.0,0.3,5.0,100053,200053,300053,pviglovv,0.0,0.375,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0011_16799.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0011.png
5662,12,36368.png,rindy,rboce,2.096288107318485,3015,1.0,0.3,5.0,100054,200054,300054,inappoeeecc,0.0,0.18181818181818177,1.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0012_36368.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0012.png
5663,13,07514.png,video,p6uvu,9.650125384576352,3016,1.0,0.3,5.0,100055,200055,300055,p44rwulupa,0.0,0.30000000000000004,1.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0013_07514.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0013.png
5664,14,41939.png,copra,1a7j8,9.088794867233933,3017,1.0,0.3,5.0,100056,200056,300056,jaajjel,0.0,0.2857142857142857,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0014_41939.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0014.png
5665,15,27348.png,lexon,fanc3,2.594663399907259,3018,1.0,0.3,5.0,100057,200057,300057,faact,0.0,0.6,0.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0015_27348.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0015.png
5666,16,46198.png,frank,v503y,10.805770278213735,3019,1.0,0.3,5.0,100058,200058,300058,cbuohscv50,0.0,0.09999999999999998,1.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0016_46198.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0016.png
5667,17,24760.png,smirk,rxb4h,5.57859864622962,3020,1.0,0.3,5.0,100059,200059,300059,rrvathh,0.0,0.2857142857142857,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0017_24760.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0017.png
5668,18,34099.png,thawy,sojxw,9.292901789433703,3021,1.0,0.3,5.0,100060,200060,300060,uponixwud,0.0,0.33333333333333337,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0018_34099.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0018.png
5669,19,17709.png,bohea,siooh,6.675333247024196,3022,1.0,0.3,5.0,100061,200061,300061,slioloahs,0.0,0.5555555555555556,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0019_17709.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0019.png
5670,20,12545.png,froth,xtn0p,11.401383145153838,3023,1.0,0.3,5.0,100062,200062,300062,xtrepx,0.0,0.5,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0020_12545.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0020.png
5671,21,42061.png,Multi,lkzp4,2.1044606276187987,3024,1.0,0.3,5.0,100063,200063,300063,lklogn,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0021_42061.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0021.png
5672,22,28364.png,Witty,p3wjx,9.39050488077302,3025,1.0,0.3,5.0,100064,200064,300064,pawism,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0022_28364.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0022.png
5673,23,10648.png,colic,uoamk,10.610012131397497,3026,1.0,0.3,5.0,100065,200065,300065,roaikik,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0023_10648.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0023.png
5674,24,41038.png,Idyll,kwawy,2.4501891971464476,3027,1.0,0.3,5.0,100066,200066,300066,knowy,0.0,0.6,0.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0024_41038.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0024.png
5675,25,43007.png,mains,5lxy9,10.051074535682353,3028,1.0,0.3,5.0,100067,200067,300067,shyto,0.0,0.0,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0025_43007.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0025.png
5676,26,03125.png,thing,jec5u,11.3833408119417,3029,1.0,0.3,5.0,100068,200068,300068,ebclju,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0026_03125.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0026.png
5677,27,02009.png,works,n3b1r,7.42758327038832,3030,1.0,0.3,5.0,100069,200069,300069,buirtbblth,0.0,0.09999999999999998,1.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0027_02009.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0027.png
5678,28,11868.png,lobar,ajtti,9.051829196169319,3031,1.0,0.3,5.0,100070,200070,300070,agitaia,0.0,0.4285714285714286,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0028_11868.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0028.png
5679,29,47964.png,allyl,xunrs,3.3754354515597766,3032,1.0,0.3,5.0,100071,200071,300071,suvaaysus,0.0,0.2222222222222222,1.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0029_47964.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0029.png
5680,30,24051.png,chise,8rc3k,4.156712222064414,3033,1.0,0.3,5.0,100072,200072,300072,brckh,0.0,0.4,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0030_24051.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0030.png
5681,31,19612.png,flict,ze0a5,7.650956648185359,3034,1.0,0.3,5.0,100073,200073,300073,zegkhs,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0031_19612.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0031.png
5682,32,41118.png,oxter,bldpf,2.251488411069799,3035,1.0,0.3,5.0,100074,200074,300074,rldpf,0.0,0.8,0.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0032_41118.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0032.png
5683,33,02358.png,wired,wfqki,8.219652134680675,3036,1.0,0.3,5.0,100075,200075,300075,wibki,0.0,0.6,0.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0033_02358.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0033.png
5684,34,20949.png,doven,wb2mx,7.689124531715429,3037,1.0,0.3,5.0,100076,200076,300076,milvvxx,0.0,0.1428571428571429,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0034_20949.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0034.png
5685,35,22476.png,edion,6tapr,4.9913518673210735,3038,1.0,0.3,5.0,100077,200077,300077,bottaprbnn,0.0,0.4,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0035_22476.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0035.png
5686,36,00629.png,gated,rdjlc,7.265536461369086,3039,1.0,0.3,5.0,100078,200078,300078,vojilo,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0036_00629.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0036.png
5687,37,11519.png,Keyed,okah3,3.177378729040748,3040,1.0,0.3,5.0,100079,200079,300079,chalps,0.0,0.16666666666666663,1.0,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0037_11519.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0037.png
5688,38,09508.png,passe,0or7f,8.50024243618734,3041,1.0,0.3,5.0,100080,200080,300080,oordfo,0.0,0.5,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0038_09508.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0038.png
5689,39,16118.png,asway,faj3x,8.946722943943175,3042,1.0,0.3,5.0,100081,200081,300081,laybnfayuu,0.0,0.19999999999999996,1.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0039_16118.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0039.png
5690,40,34188.png,scove,izdim,8.319127339241941,3043,1.0,0.3,5.0,100082,200082,300082,hilolivial,0.0,0.19999999999999996,1.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0040_34188.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0040.png
5691,41,12720.png,ranid,jphfz,10.613449097276018,3044,1.0,0.3,5.0,100083,200083,300083,ipnfa,0.0,0.4,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0041_12720.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0041.png
5692,42,44115.png,males,47wke,6.502801920176993,3045,1.0,0.3,5.0,100084,200084,300084,rowker,0.0,0.5,0.6,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0042_44115.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0042.png
5693,43,37472.png,toile,sd00d,3.17530122014023,3046,1.0,0.3,5.0,100085,200085,300085,sdaad,0.0,0.6,0.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0043_37472.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0043.png
5694,44,21926.png,actic,0h21y,3.437590727788496,3047,1.0,0.3,5.0,100086,200086,300086,ohherlyh,0.0,0.25,1.2,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0044_21926.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0044.png
5695,45,06288.png,holon,u65ie,5.2621649689389365,3048,1.0,0.3,5.0,100087,200087,300087,univadan,0.0,0.125,1.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0045_06288.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0045.png
5696,46,44947.png,pricy,uumly,10.784218379955963,3049,1.0,0.3,5.0,100088,200088,300088,utnly,0.0,0.6,0.4,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0046_44947.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0046.png
5697,47,07154.png,cashe,cmk1x,2.254365678670303,3050,1.0,0.3,5.0,100089,200089,300089,cmutak,0.0,0.33333333333333337,0.8,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/inputs/0047_07154.png,/home/ekim339/projects/SD3.5/experiments/glyph_encoder/results/generated/noise-1p0_mask-0p3_cfg-5p0/0047.png
